rank,a,b,c,d,e,f,g,h
8,10.16,10.80,10.02,14.09,23.96,10.80,10.17,14.12
7,10.75,10.81,10.81,24.75,10.81,10.81,29.59,10.75
6,10.85,14.10,10.81,10.81,10.81,10.81,24.75,10.85
5,10.75,24.75,10.81,24.75,29.59,10.81,10.81,10.75
4,26.03,10.81,10.81,10.81,10.81,10.81,10.81,10.85
3,10.75,24.75,29.59,10.81,10.81,24.75,29.59,24.70
2,10.85,10.81,10.81,10.81,24.75,14.10,10.81,10.85
1,9.43,10.87,30.10,25.04,11.31,10.88,9.44,10.82
