rank,a,b,c,d,e,f,g,h
8,9.88,28.89,9.76,10.57,23.11,10.57,9.89,10.60
7,28.84,10.58,10.58,25.18,28.90,10.58,10.58,23.86
6,10.62,28.90,10.58,10.58,10.58,10.58,10.58,10.62
5,10.52,10.58,28.90,10.58,10.58,10.58,10.58,10.52
4,10.62,10.58,10.58,13.19,23.92,13.19,10.58,28.94
3,10.52,23.92,10.58,10.58,10.58,23.92,10.58,10.52
2,10.62,10.58,10.58,10.58,23.92,10.58,25.18,10.62
1,9.28,10.62,11.13,10.81,11.11,10.63,9.30,10.57
