rank,a,b,c,d,e,f,g,h
8,9.93,10.57,9.80,13.38,9.80,28.98,9.93,10.61
7,10.53,10.58,10.58,25.26,28.98,10.58,10.58,10.53
6,10.62,28.98,25.26,10.58,10.58,10.58,10.58,10.62
5,10.53,10.58,10.58,10.58,10.58,10.58,10.58,23.93
4,25.30,13.38,25.26,28.98,10.58,28.98,10.58,10.62
3,10.53,10.58,10.58,10.58,10.58,23.99,10.58,10.53
2,10.62,28.98,10.58,10.58,10.58,28.98,10.58,10.62
1,9.29,10.64,11.14,10.83,11.12,10.64,12.11,25.26
