rank,a,b,c,d,e,f,g,h
8,9.97,29.10,9.84,10.70,9.84,10.69,9.98,10.72
7,13.38,10.70,10.70,10.70,10.70,10.70,10.70,10.64
6,10.74,13.44,10.70,10.70,10.70,29.11,10.70,10.74
5,10.64,10.70,10.70,10.70,10.70,10.70,29.11,10.64
4,10.74,29.11,25.40,13.44,24.15,10.70,10.70,29.15
3,10.64,10.70,10.70,25.40,10.70,10.70,10.70,10.64
2,24.18,10.70,10.70,10.70,25.40,29.11,10.70,10.74
1,9.35,24.20,11.23,10.95,11.21,10.76,9.37,10.70
