rank,a,b,c,d,e,f,g,h
8,10.04,11.18,24.56,11.18,9.96,11.18,10.06,11.21
7,11.12,11.19,11.19,11.19,11.19,11.19,13.40,11.12
6,11.22,11.19,11.19,11.19,11.19,11.19,11.19,11.22
5,11.12,11.19,11.19,11.19,11.19,11.19,11.19,24.50
4,11.22,13.40,11.19,11.19,25.78,11.19,25.78,11.22
3,11.12,24.56,11.19,11.19,11.19,11.19,11.19,11.12
2,11.22,11.19,11.19,11.19,11.19,11.19,11.19,11.22
1,9.59,11.25,11.52,11.43,11.50,11.25,9.61,11.18
