rank,a,b,c,d,e,f,g,h
8,24.47,11.18,9.92,11.18,9.92,11.18,10.02,11.21
7,11.11,11.18,11.18,11.18,11.18,11.18,11.18,11.11
6,11.22,11.18,11.18,11.18,11.18,11.18,11.18,11.22
5,11.11,11.18,29.37,11.18,11.18,11.18,11.18,11.11
4,11.22,11.18,11.18,11.18,25.64,11.18,11.18,13.32
3,11.11,11.18,11.18,11.18,11.18,11.18,11.18,11.11
2,11.22,13.28,11.18,11.18,24.43,11.18,11.18,11.22
1,9.59,11.25,11.52,11.41,11.49,11.26,9.61,11.19
