rank,a,b,c,d,e,f,g,h
8,10.24,11.00,10.10,29.80,10.10,11.01,10.24,11.03
7,10.95,11.01,11.01,26.19,11.01,26.19,11.01,10.95
6,26.23,29.80,11.01,11.01,11.01,11.01,11.01,11.05
5,14.25,11.01,14.31,11.01,11.01,11.01,11.01,10.95
4,11.05,11.01,24.97,14.31,11.01,14.31,11.01,29.84
3,10.95,24.97,14.31,11.01,11.01,26.19,29.80,10.95
2,11.05,11.01,11.01,11.01,11.01,11.01,11.01,11.05
1,9.54,11.08,11.48,11.32,11.46,26.27,9.56,11.03
