rank,a,b,c,d,e,f,g,h
8,25.77,14.59,10.23,11.16,10.22,14.60,10.35,11.19
7,11.11,11.17,11.17,11.17,11.17,11.17,11.17,25.31
6,11.21,11.17,25.37,11.17,11.17,11.17,25.37,14.64
5,11.11,11.17,11.17,11.17,11.17,11.17,11.17,11.11
4,11.21,14.60,11.17,11.17,11.17,11.17,11.17,11.21
3,11.11,25.37,30.12,25.37,11.17,11.17,11.17,11.11
2,11.21,11.17,11.17,11.17,26.58,11.17,26.58,11.21
1,13.06,11.24,11.58,26.92,11.56,26.67,9.64,11.18
