rank,a,b,c,d,e,f,g,h
8,10.10,29.55,9.99,11.05,9.99,11.05,10.11,11.08
7,10.99,11.05,11.05,11.05,11.05,11.05,11.05,10.99
6,11.09,11.05,11.05,11.05,11.05,11.05,11.05,11.09
5,10.99,11.05,11.05,11.05,29.56,11.05,11.05,24.62
4,11.09,11.05,11.05,11.05,11.05,13.75,11.05,13.79
3,10.99,11.05,11.05,11.05,11.05,11.05,13.75,24.62
2,25.94,11.05,11.05,11.05,25.90,11.05,11.05,11.09
1,9.54,24.76,11.47,11.32,11.44,11.13,9.56,24.70
