rank,a,b,c,d,e,f,g,h
8,10.16,10.86,25.17,14.06,10.03,10.86,10.17,10.89
7,10.81,10.86,10.86,10.86,10.86,10.86,10.86,10.81
6,10.90,10.86,10.86,10.86,24.77,10.86,24.77,10.90
5,10.81,10.86,10.86,10.86,10.86,24.77,14.07,10.81
4,10.90,10.86,10.86,10.86,10.86,29.61,10.86,14.11
3,10.81,24.77,10.86,10.86,29.61,10.86,14.07,10.81
2,10.90,10.86,24.77,10.86,10.86,29.61,26.00,10.90
1,9.45,24.83,30.11,25.05,11.34,26.07,9.47,10.88
