rank,a,b,c,d,e,f,g,h
8,9.74,10.64,23.81,10.64,23.81,10.64,9.75,10.67
7,28.56,10.65,10.65,10.65,10.65,10.65,10.65,10.58
6,23.59,10.65,10.65,28.62,10.65,10.65,10.65,10.68
5,12.57,10.65,10.65,10.65,10.65,10.65,10.65,10.58
4,10.68,28.62,10.65,10.65,10.65,10.65,10.65,28.66
3,10.58,10.65,10.65,10.65,10.65,10.65,28.62,10.58
2,10.68,10.65,10.65,10.65,10.65,10.65,23.55,10.68
1,9.29,10.70,11.14,10.83,11.12,10.71,9.31,10.64
