rank,a,b,c,d,e,f,g,h
8,10.18,11.05,10.07,14.03,25.08,11.06,10.19,14.06
7,11.00,11.06,11.06,11.06,11.06,11.06,11.06,11.00
6,11.10,29.71,11.06,11.06,11.06,11.06,11.06,11.10
5,29.65,11.06,11.06,11.06,11.06,11.06,11.06,11.00
4,24.90,11.06,11.06,11.06,11.06,11.06,11.06,11.10
3,11.00,11.06,11.06,11.06,11.06,11.06,11.06,24.80
2,24.90,11.06,26.07,11.06,11.06,14.04,26.07,11.10
1,9.56,11.14,30.14,11.35,11.47,11.15,12.55,11.09
