rank,a,b,c,d,e,f,g,h
8,10.16,11.22,10.06,13.83,10.06,13.83,10.17,11.25
7,11.16,11.23,13.83,11.23,11.23,11.23,11.23,11.16
6,11.27,11.23,11.23,11.23,11.23,11.23,11.23,11.27
5,11.16,11.23,11.23,11.23,29.73,24.89,11.23,11.16
4,26.12,11.23,11.23,11.23,11.23,11.23,11.23,11.27
3,11.16,11.23,11.23,24.89,11.23,24.89,11.23,11.16
2,11.27,11.23,11.23,11.23,11.23,11.23,24.89,11.27
1,9.63,11.30,11.58,11.51,11.55,11.31,9.65,11.24
