rank,a,b,c,d,e,f,g,h
8,10.29,14.23,10.17,14.24,10.17,11.32,10.29,11.35
7,11.26,11.32,11.32,11.32,30.03,11.32,11.32,11.26
6,11.37,11.32,11.32,11.32,11.32,11.32,11.32,11.37
5,11.26,11.32,11.32,11.32,11.32,11.32,11.32,11.26
4,25.28,11.32,11.32,11.32,11.32,11.32,11.32,11.37
3,11.26,11.32,11.32,11.32,11.32,25.24,11.32,11.26
2,26.44,11.32,25.24,14.24,25.24,11.32,11.32,11.37
1,9.70,11.41,14.58,11.63,11.65,11.41,9.72,11.35
