rank,a,b,c,d,e,f,g,h
8,24.88,10.67,9.89,10.67,9.89,29.21,24.89,10.70
7,13.56,24.28,10.68,10.68,10.68,10.68,10.68,10.62
6,24.31,10.68,10.68,10.68,10.68,10.68,10.68,10.72
5,10.62,10.68,10.68,10.68,29.22,10.68,29.22,24.22
4,10.72,10.68,10.68,29.22,10.68,10.68,24.28,10.72
3,10.62,10.68,10.68,10.68,10.68,24.28,10.68,10.62
2,10.72,29.22,25.55,10.68,10.68,13.62,25.55,10.72
1,9.34,25.61,14.15,10.93,11.19,10.74,9.35,10.68
