rank,a,b,c,d,e,f,g,h
8,10.37,14.68,10.21,11.08,10.21,11.07,10.37,11.10
7,11.03,25.33,11.08,11.08,14.69,26.53,11.08,11.03
6,11.12,11.08,11.08,11.08,11.08,11.08,11.08,11.12
5,11.03,26.53,11.08,11.08,11.08,11.08,11.08,11.03
4,11.12,14.69,25.33,14.69,11.08,14.69,26.53,30.13
3,11.03,25.33,30.09,11.08,11.08,11.08,30.09,11.03
2,11.12,11.08,11.08,11.08,11.08,30.09,11.08,11.12
1,9.59,25.41,11.55,11.42,15.14,11.17,9.61,25.36
