rank,a,b,c,d,e,f,g,h
8,10.14,13.77,10.05,11.19,10.04,11.19,10.15,11.22
7,11.13,11.20,11.20,26.01,11.20,11.20,11.20,11.13
6,24.83,11.20,11.20,29.67,11.20,11.20,11.20,11.24
5,11.13,11.20,11.20,24.79,11.20,11.20,11.20,11.13
4,11.24,11.20,11.20,11.20,11.20,13.78,26.01,11.24
3,11.13,11.20,11.20,11.20,11.20,11.20,11.20,11.13
2,11.24,11.20,11.20,13.78,11.20,11.20,11.20,11.24
1,9.61,11.27,11.55,26.28,11.53,11.28,9.63,11.21
