rank,a,b,c,d,e,f,g,h
8,24.83,11.07,9.99,11.07,9.99,11.07,10.09,11.10
7,29.44,11.08,11.08,11.08,11.08,11.08,11.08,11.01
6,11.12,11.08,24.60,11.08,11.08,11.08,11.08,29.55
5,13.60,11.08,11.08,11.08,11.08,11.08,13.67,11.01
4,11.12,11.08,11.08,11.08,11.08,11.08,11.08,11.12
3,11.01,11.08,11.08,11.08,11.08,11.08,13.67,11.01
2,11.12,11.08,25.83,11.08,11.08,11.08,25.83,11.12
1,9.55,11.15,11.47,11.35,11.45,25.91,9.57,11.09
