rank,a,b,c,d,e,f,g,h
8,9.92,10.77,9.81,10.78,9.81,10.78,9.93,13.26
7,10.72,24.12,10.78,10.78,10.78,10.78,29.07,10.72
6,25.39,10.78,10.78,10.78,10.78,10.78,10.78,10.82
5,29.01,10.78,10.78,10.78,10.78,10.78,10.78,10.72
4,24.16,10.78,24.12,10.78,10.78,10.78,10.78,10.82
3,10.72,10.78,29.07,10.78,10.78,10.78,10.78,24.06
2,10.82,10.78,24.12,10.78,10.78,13.23,10.78,29.11
1,9.39,10.84,11.26,11.01,11.24,10.85,9.40,10.78
