rank,a,b,c,d,e,f,g,h
8,26.36,11.61,10.48,11.61,10.48,11.61,10.64,15.38
7,11.56,11.61,15.36,11.61,15.36,11.61,11.61,11.56
6,11.66,11.61,11.61,11.61,11.61,15.36,11.61,11.66
5,11.56,11.61,30.83,11.61,11.61,11.61,11.61,26.15
4,26.26,11.61,26.21,15.36,11.61,11.61,11.61,11.66
3,11.56,11.61,11.61,11.61,11.61,11.61,11.61,11.56
2,11.66,11.61,11.61,15.36,11.61,15.36,11.61,11.66
1,9.89,26.32,11.93,12.01,11.91,11.72,9.91,11.66
