rank,a,b,c,d,e,f,g,h
8,10.22,11.06,25.18,11.06,25.18,11.06,10.22,14.14
7,11.01,24.93,11.06,11.06,11.06,26.16,11.06,11.01
6,24.97,11.06,11.06,11.06,11.06,14.12,11.06,29.81
5,11.01,11.06,29.77,11.06,11.06,11.06,11.06,11.01
4,26.20,11.06,11.06,11.06,11.06,14.12,11.06,11.10
3,11.01,11.06,11.06,11.06,14.12,11.06,11.06,11.01
2,11.10,11.06,11.06,11.06,24.93,11.06,26.16,11.10
1,9.56,11.13,11.49,11.36,11.47,11.14,9.58,11.07
