rank,a,b,c,d,e,f,g,h
8,24.87,10.84,9.93,10.85,9.93,10.84,10.05,10.87
7,10.79,10.85,10.85,10.85,10.85,10.85,10.85,10.79
6,24.46,13.65,10.85,10.85,25.67,29.34,10.85,10.89
5,10.79,10.85,29.34,25.67,10.85,10.85,10.85,10.79
4,25.71,10.85,25.67,13.65,10.85,10.85,10.85,10.89
3,10.79,10.85,10.85,10.85,10.85,24.42,10.85,10.79
2,10.89,10.85,25.67,10.85,10.85,29.34,10.85,10.89
1,9.43,10.91,14.12,11.11,11.30,10.92,9.45,10.86
