rank,a,b,c,d,e,f,g,h
8,10.13,11.13,10.02,11.14,23.67,11.14,10.14,11.16
7,11.08,11.14,11.14,11.14,13.78,24.79,11.14,11.08
6,11.18,11.14,11.14,11.14,11.14,11.14,11.14,11.18
5,11.08,11.14,11.14,11.14,13.78,11.14,13.78,11.08
4,11.18,29.65,24.79,11.14,11.14,11.14,24.79,11.18
3,11.08,11.14,11.14,11.14,11.14,11.14,11.14,11.08
2,11.18,29.65,11.14,11.14,11.14,11.14,11.14,11.18
1,9.59,11.21,11.52,25.07,11.50,11.22,9.61,11.15
