rank,a,b,c,d,e,f,g,h
8,10.18,14.21,10.03,10.75,25.28,10.75,10.19,14.25
7,10.70,10.75,29.60,26.00,10.75,10.75,10.75,24.69
6,10.79,10.75,10.75,10.75,24.75,10.75,24.75,14.26
5,10.70,10.75,29.60,10.75,10.75,10.75,10.75,10.70
4,10.79,10.75,10.75,29.60,10.75,10.75,10.75,10.79
3,10.70,26.00,29.60,10.75,10.75,10.75,14.22,10.70
2,10.79,14.22,26.00,10.75,10.75,10.75,10.75,10.79
1,28.26,24.81,11.30,25.05,11.29,24.82,28.27,26.02
