rank,a,b,c,d,e,f,g,h
8,10.20,29.76,23.90,11.11,10.08,11.11,10.20,14.09
7,29.71,11.12,11.12,11.12,11.12,11.12,11.12,11.06
6,11.16,11.12,26.13,11.12,11.12,11.12,11.12,11.16
5,14.00,11.12,11.12,11.12,11.12,24.93,11.12,11.06
4,11.16,11.12,11.12,11.12,11.12,29.77,11.12,11.16
3,11.06,11.12,11.12,11.12,11.12,11.12,11.12,11.06
2,11.16,14.06,11.12,11.12,24.93,14.06,11.12,11.16
1,9.59,11.20,11.53,11.41,11.51,25.02,9.60,11.14
