rank,a,b,c,d,e,f,g,h
8,10.17,11.28,10.08,11.28,23.73,13.84,10.18,11.31
7,11.22,11.28,11.28,11.28,11.28,11.28,11.28,24.87
6,11.32,11.28,11.28,11.28,11.28,13.84,11.28,11.32
5,11.22,11.28,11.28,26.13,11.28,11.28,11.28,11.22
4,11.32,11.28,26.13,11.28,11.28,13.84,11.28,11.32
3,11.22,11.28,11.28,26.13,11.28,11.28,11.28,11.22
2,11.32,11.28,11.28,11.28,11.28,11.28,11.28,11.32
1,9.66,11.36,11.61,11.56,11.59,11.36,9.69,11.29
