rank,a,b,c,d,e,f,g,h
8,23.90,11.02,10.02,11.03,10.02,11.02,10.14,11.05
7,10.97,11.03,11.03,11.03,11.03,24.79,11.03,10.97
6,11.07,13.88,11.03,11.03,11.03,11.03,11.03,11.07
5,10.97,11.03,13.88,24.79,11.03,11.03,11.03,24.73
4,11.07,11.03,11.03,11.03,11.03,11.03,11.03,29.67
3,10.97,24.79,11.03,11.03,13.88,11.03,11.03,24.73
2,11.07,29.63,11.03,11.03,24.79,11.03,11.03,11.07
1,9.53,11.10,11.45,11.31,11.43,26.08,9.55,11.04
