rank,a,b,c,d,e,f,g,h
8,10.44,11.16,10.28,14.93,10.27,11.17,10.44,11.20
7,11.12,11.17,11.17,11.17,14.93,11.17,11.17,11.12
6,11.22,11.17,11.17,30.26,11.17,11.17,11.17,14.97
5,11.12,11.17,11.17,26.73,11.17,25.55,11.17,11.12
4,11.22,11.17,11.17,30.26,25.55,11.17,11.17,14.97
3,11.12,11.17,11.17,11.17,30.26,11.17,30.26,11.12
2,26.77,11.17,25.55,11.17,11.17,11.17,11.17,14.97
1,9.66,11.26,30.72,11.53,15.37,11.26,13.43,25.58
