rank,a,b,c,d,e,f,g,h
8,10.33,14.47,10.18,11.16,10.18,11.16,10.33,11.18
7,11.10,25.25,11.16,26.45,11.16,11.16,11.16,25.19
6,11.20,11.16,11.16,30.02,11.16,14.47,11.16,11.20
5,11.10,25.25,11.16,11.16,11.16,11.16,11.16,11.10
4,11.20,11.16,11.16,11.16,11.16,14.47,11.16,11.20
3,11.10,11.16,11.16,25.25,11.16,11.16,11.16,11.10
2,11.20,11.16,11.16,11.16,11.16,30.02,25.25,11.20
1,12.94,11.23,14.89,11.48,11.56,26.53,28.50,11.18
