rank,a,b,c,d,e,f,g,h
8,10.16,10.80,25.21,10.80,25.21,10.80,25.34,10.83
7,29.54,10.81,10.81,10.81,29.60,24.73,10.81,24.68
6,10.85,10.81,10.81,10.81,10.81,29.60,10.81,10.85
5,10.75,24.73,10.81,10.81,10.81,10.81,29.60,10.75
4,10.85,10.81,10.81,10.81,10.81,14.09,10.81,10.85
3,10.75,10.81,10.81,10.81,10.81,25.98,14.09,24.68
2,10.85,10.81,10.81,10.81,25.98,10.81,10.81,10.85
1,9.43,24.79,14.60,25.01,14.58,10.88,9.44,24.74
