rank,a,b,c,d,e,f,g,h
8,10.05,29.31,9.94,29.32,9.93,13.77,10.06,10.76
7,10.68,10.74,10.74,10.74,10.74,10.74,29.32,10.68
6,25.68,29.32,10.74,13.78,10.74,10.74,10.74,10.78
5,13.72,10.74,10.74,25.64,10.74,10.74,10.74,10.68
4,25.68,29.32,10.74,10.74,24.39,10.74,10.74,10.78
3,10.68,24.39,10.74,10.74,10.74,10.74,10.74,25.59
2,10.78,10.74,10.74,10.74,25.64,10.74,10.74,10.78
1,12.43,10.80,11.27,11.02,11.26,10.81,27.99,10.75
