rank,a,b,c,d,e,f,g,h
8,24.04,10.71,10.00,10.71,10.00,14.10,10.14,10.74
7,14.06,25.87,10.72,25.87,29.50,10.72,10.72,10.67
6,10.76,10.72,10.72,10.72,10.72,29.50,10.72,14.15
5,10.67,10.72,10.72,24.62,29.50,10.72,10.72,10.67
4,10.76,29.50,10.72,29.50,10.72,10.72,10.72,10.76
3,10.67,10.72,10.72,10.72,10.72,10.72,14.11,24.57
2,25.91,29.50,10.72,10.72,24.62,10.72,10.72,29.54
1,9.39,25.93,11.28,11.02,14.65,10.79,9.40,25.88
