rank,a,b,c,d,e,f,g,h
8,24.51,10.49,24.40,28.85,9.75,10.49,9.87,10.52
7,10.44,23.85,10.49,25.14,13.20,25.14,28.85,10.44
6,10.53,10.49,10.49,10.49,10.49,10.49,10.49,10.53
5,28.79,10.49,10.49,10.49,10.49,25.14,28.85,10.44
4,10.53,10.49,10.49,10.49,10.49,13.20,23.85,10.53
3,10.44,10.49,10.49,23.85,10.49,23.85,10.49,10.44
2,10.53,10.49,10.49,28.85,10.49,28.85,10.49,10.53
1,9.23,10.54,11.07,10.71,11.05,10.54,9.25,23.84
