rank,a,b,c,d,e,f,g,h
8,10.04,11.18,9.97,11.18,9.96,11.18,23.47,11.21
7,11.12,11.19,11.19,11.19,11.19,11.19,11.19,25.74
6,11.23,11.19,11.19,11.19,11.19,11.19,24.60,11.23
5,11.12,11.19,11.19,11.19,11.19,11.19,11.19,25.74
4,11.23,11.19,11.19,11.19,11.19,11.19,11.19,11.23
3,11.12,11.19,11.19,11.19,13.42,11.19,13.42,11.12
2,11.23,11.19,11.19,11.19,24.60,11.19,11.19,11.23
1,9.59,11.25,11.52,11.43,11.50,11.26,9.62,11.18
