rank,a,b,c,d,e,f,g,h
8,23.98,11.17,10.08,11.17,10.08,29.78,10.22,14.07
7,11.11,11.17,29.79,11.17,11.17,11.17,11.17,11.11
6,24.98,11.17,11.17,14.04,11.17,11.17,11.17,14.08
5,11.11,11.17,11.17,11.17,11.17,11.17,11.17,11.11
4,11.22,11.17,11.17,11.17,11.17,11.17,11.17,11.22
3,11.11,11.17,14.04,11.17,29.79,11.17,11.17,11.11
2,11.22,11.17,26.13,11.17,11.17,11.17,11.17,11.22
1,9.62,11.26,11.57,11.47,11.55,25.03,9.64,11.20
