rank,a,b,c,d,e,f,g,h
8,10.08,10.73,9.95,10.74,9.95,10.74,10.09,10.76
7,10.69,24.49,10.74,25.73,10.74,24.49,10.74,24.43
6,25.77,10.74,10.74,10.74,10.74,10.74,10.74,29.42
5,29.33,10.74,10.74,10.74,13.86,10.74,29.38,10.69
4,10.78,29.38,10.74,13.86,10.74,13.86,10.74,10.78
3,10.69,24.49,10.74,25.73,13.86,10.74,10.74,10.69
2,10.78,10.74,10.74,10.74,10.74,10.74,24.49,29.42
1,28.03,10.80,11.28,11.01,11.26,10.81,9.40,10.75
