rank,a,b,c,d,e,f,g,h
8,9.91,10.88,9.80,10.89,22.98,10.89,9.92,10.91
7,28.98,10.89,13.11,25.29,10.89,10.89,10.89,10.82
6,10.93,10.89,10.89,10.89,10.89,10.89,10.89,10.93
5,28.98,24.07,29.05,10.89,10.89,10.89,10.89,10.82
4,10.93,10.89,10.89,10.89,10.89,10.89,10.89,10.93
3,10.82,10.89,10.89,10.89,10.89,10.89,10.89,10.82
2,10.93,10.89,10.89,10.89,10.89,10.89,10.89,10.93
1,9.44,10.95,29.49,11.12,11.30,10.96,11.68,10.89
