rank,a,b,c,d,e,f,g,h
8,23.14,10.63,23.03,10.63,9.76,28.92,24.43,10.66
7,10.57,10.63,10.63,10.63,10.63,10.63,10.63,10.57
6,10.67,10.63,10.63,13.15,10.63,10.63,10.63,10.67
5,28.86,10.63,10.63,23.90,28.92,10.63,28.92,10.57
4,10.67,10.63,10.63,13.15,10.63,28.92,10.63,10.67
3,10.57,10.63,10.63,10.63,10.63,10.63,10.63,10.57
2,10.67,10.63,25.17,10.63,10.63,10.63,25.17,10.67
1,9.30,10.69,11.16,10.85,11.14,10.69,9.32,25.17
