rank,a,b,c,d,e,f,g,h
8,10.29,10.95,24.26,10.96,10.14,29.88,10.29,10.98
7,10.91,25.08,29.89,10.96,10.96,10.96,29.89,10.91
6,11.00,10.96,10.96,10.96,10.96,29.89,10.96,11.00
5,14.45,10.96,14.51,10.96,10.96,10.96,29.89,10.91
4,11.00,14.51,10.96,10.96,26.30,14.51,10.96,11.00
3,10.91,25.08,10.96,10.96,10.96,26.30,14.51,10.91
2,11.00,10.96,10.96,10.96,26.30,10.96,10.96,11.00
1,13.07,25.16,11.47,11.28,11.45,11.04,28.47,10.98
