rank,a,b,c,d,e,f,g,h
8,10.06,10.90,9.95,10.90,9.94,10.90,10.07,10.93
7,10.85,10.91,10.91,25.75,10.91,10.91,13.68,10.85
6,10.95,10.91,10.91,10.91,10.91,10.91,10.91,10.95
5,13.62,10.91,10.91,10.91,29.42,25.75,10.91,25.69
4,10.95,10.91,10.91,29.42,10.91,10.91,10.91,10.95
3,10.85,10.91,10.91,24.51,29.42,10.91,10.91,10.85
2,10.95,10.91,10.91,10.91,10.91,10.91,10.91,10.95
1,12.23,24.59,11.37,11.17,11.35,24.59,9.48,24.53
