rank,a,b,c,d,e,f,g,h
8,9.98,10.75,9.85,10.75,9.85,10.75,9.99,10.78
7,10.70,10.76,10.76,10.76,29.17,10.76,29.17,24.15
6,10.80,10.76,10.76,10.76,24.21,10.76,10.76,10.80
5,29.11,10.76,13.48,10.76,10.76,10.76,10.76,10.70
4,10.80,10.76,10.76,10.76,10.76,10.76,10.76,10.80
3,10.70,10.76,29.17,24.21,29.17,10.76,13.48,25.39
2,10.80,13.48,10.76,10.76,10.76,29.17,10.76,10.80
1,9.39,10.82,11.27,24.46,11.25,10.83,9.40,10.76
