rank,a,b,c,d,e,f,g,h
8,10.00,10.81,9.88,29.21,9.88,10.81,10.01,10.84
7,10.75,25.52,29.21,10.81,10.81,24.29,29.21,24.23
6,10.85,13.51,10.81,29.21,10.81,10.81,10.81,10.85
5,10.75,10.81,10.81,10.81,10.81,10.81,10.81,10.75
4,10.85,29.21,10.81,13.51,10.81,10.81,25.52,10.85
3,10.75,10.81,10.81,10.81,10.81,10.81,10.81,10.75
2,10.85,10.81,10.81,10.81,24.29,13.51,10.81,10.85
1,9.42,10.89,11.31,11.07,11.28,10.89,9.44,10.83
