rank,a,b,c,d,e,f,g,h
8,10.52,11.48,10.37,30.53,10.37,11.48,10.53,15.07
7,14.98,11.49,11.49,11.49,30.53,11.49,30.53,11.43
6,11.53,11.49,11.49,11.49,11.49,11.49,11.49,11.53
5,11.43,11.49,15.04,11.49,11.49,11.49,15.04,11.43
4,11.53,11.49,11.49,11.49,11.49,11.49,11.49,11.53
3,11.43,11.49,15.04,11.49,11.49,11.49,11.49,11.43
2,11.53,15.04,25.83,30.53,11.49,11.49,11.49,11.53
1,9.82,11.59,15.41,11.87,11.83,11.60,9.84,11.53
