rank,a,b,c,d,e,f,g,h
8,9.81,10.68,9.71,10.68,24.07,10.68,9.82,10.71
7,10.62,10.68,10.68,10.68,10.68,10.68,10.68,10.62
6,10.72,10.68,10.68,10.68,25.04,10.68,10.68,12.88
5,10.62,23.77,10.68,10.68,10.68,10.68,10.68,10.62
4,25.08,10.68,23.77,10.68,10.68,10.68,10.68,10.72
3,10.62,10.68,10.68,10.68,10.68,10.68,28.81,10.62
2,10.72,10.68,25.04,28.81,10.68,28.81,10.68,10.72
1,9.32,10.74,11.17,10.88,11.14,10.74,9.34,23.76
