rank,a,b,c,d,e,f,g,h
8,24.10,10.93,9.76,10.94,22.79,10.94,9.86,10.97
7,10.87,10.94,10.94,10.94,10.94,10.94,10.94,23.90
6,10.98,10.94,10.94,10.94,10.94,10.94,10.94,10.98
5,28.91,10.94,10.94,10.94,10.94,10.94,10.94,10.87
4,10.98,10.94,10.94,10.94,10.94,10.94,10.94,10.98
3,12.76,10.94,28.98,10.94,10.94,10.94,10.94,10.87
2,10.98,10.94,10.94,10.94,10.94,10.94,23.97,10.98
1,9.45,10.99,11.33,11.15,11.30,11.00,9.47,10.93
