rank,a,b,c,d,e,f,g,h
8,10.07,11.04,9.96,11.04,9.95,11.04,10.08,13.64
7,10.98,24.54,11.05,11.05,11.05,11.05,11.05,10.98
6,11.09,11.05,11.05,11.05,11.05,13.61,11.05,11.09
5,10.98,11.05,11.05,11.05,11.05,11.05,29.44,10.98
4,11.09,11.05,25.76,11.05,11.05,29.44,24.54,11.09
3,10.98,11.05,11.05,11.05,11.05,11.05,13.61,10.98
2,11.09,11.05,25.76,11.05,11.05,11.05,11.05,29.48
1,9.54,11.12,11.46,11.32,11.43,11.13,9.56,11.06
