rank,a,b,c,d,e,f,g,h
8,10.27,14.33,10.13,11.07,10.13,11.06,10.27,11.09
7,11.01,25.07,11.07,11.07,11.07,11.07,11.07,11.01
6,11.11,29.87,11.07,29.87,11.07,11.07,11.07,11.11
5,11.01,26.28,11.07,11.07,11.07,11.07,14.34,25.02
4,11.11,14.34,11.07,11.07,11.07,11.07,11.07,29.92
3,14.28,11.07,11.07,25.07,11.07,11.07,14.34,11.01
2,11.11,11.07,11.07,11.07,25.07,11.07,11.07,11.11
1,9.58,26.35,11.52,11.39,11.50,11.15,28.40,11.09
