rank,a,b,c,d,e,f,g,h
8,10.63,11.63,10.48,11.64,10.48,11.64,26.32,11.67
7,11.58,11.64,11.64,11.64,15.33,11.64,15.33,11.58
6,11.69,11.64,11.64,11.64,11.64,11.64,11.64,11.69
5,11.58,11.64,15.33,11.64,15.33,26.19,11.64,27.27
4,26.24,11.64,11.64,11.64,11.64,11.64,11.64,11.69
3,15.27,11.64,11.64,11.64,11.64,11.64,15.33,11.58
2,11.69,11.64,11.64,30.82,11.64,11.64,11.64,15.37
1,9.91,11.74,11.95,12.03,11.93,11.75,9.92,11.69
