rank,a,b,c,d,e,f,g,h
8,10.18,10.88,25.25,10.89,25.24,10.89,10.18,14.16
7,29.61,10.89,10.89,24.80,14.14,10.89,10.89,26.03
6,10.93,10.89,10.89,10.89,26.08,10.89,26.08,10.93
5,10.84,10.89,10.89,10.89,10.89,10.89,10.89,10.84
4,26.12,10.89,26.08,10.89,10.89,10.89,26.08,14.18
3,29.61,24.80,10.89,10.89,10.89,24.80,10.89,10.84
2,10.93,10.89,10.89,10.89,10.89,10.89,10.89,10.93
1,9.46,10.96,11.37,11.18,14.59,26.15,9.48,10.91
