rank,a,b,c,d,e,f,g,h
8,9.87,10.37,9.76,10.38,23.22,10.38,9.88,10.40
7,10.33,10.38,10.38,10.38,10.38,10.38,10.38,10.33
6,10.42,13.30,10.38,10.38,25.17,13.30,23.85,10.42
5,28.80,10.38,28.85,25.17,10.38,25.17,10.38,10.33
4,25.21,28.85,10.38,28.85,25.17,10.38,10.38,28.89
3,10.33,10.38,10.38,10.38,10.38,10.38,10.38,10.33
2,23.89,10.38,23.85,28.85,25.17,10.38,10.38,10.42
1,9.18,25.22,11.00,24.08,10.98,23.90,9.19,23.85
