rank,a,b,c,d,e,f,g,h
8,10.02,10.67,9.91,10.68,9.91,10.68,10.03,10.70
7,13.65,10.68,10.68,24.35,10.68,10.68,10.68,10.63
6,10.72,10.68,25.63,10.68,10.68,10.68,10.68,10.72
5,10.63,10.68,10.68,25.63,29.28,24.35,10.68,10.63
4,10.72,29.28,10.68,10.68,24.35,10.68,24.35,29.31
3,13.65,25.63,10.68,10.68,13.70,25.63,10.68,25.58
2,10.72,10.68,25.63,10.68,25.63,10.68,10.68,10.72
1,9.34,10.73,11.21,10.93,11.19,24.41,27.95,10.68
