rank,a,b,c,d,e,f,g,h
8,9.93,10.91,9.83,10.92,9.83,10.92,9.94,10.94
7,10.85,10.92,10.92,10.92,10.92,10.92,10.92,10.85
6,24.17,10.92,10.92,10.92,10.92,10.92,10.92,10.96
5,29.05,10.92,10.92,10.92,10.92,10.92,10.92,10.85
4,10.96,10.92,25.36,10.92,10.92,10.92,10.92,13.20
3,10.85,10.92,10.92,25.36,10.92,10.92,10.92,10.85
2,10.96,10.92,10.92,13.17,10.92,10.92,10.92,10.96
1,9.46,10.98,29.54,11.15,11.32,25.43,27.68,10.92
