rank,a,b,c,d,e,f,g,h
8,10.01,10.86,9.90,10.87,9.90,29.24,10.02,10.90
7,10.81,25.53,10.87,10.87,10.87,10.87,29.24,10.81
6,10.91,10.87,25.53,10.87,10.87,13.49,10.87,10.91
5,10.81,10.87,10.87,10.87,10.87,10.87,10.87,10.81
4,25.57,10.87,10.87,10.87,10.87,10.87,10.87,10.91
3,10.81,10.87,10.87,10.87,10.87,10.87,10.87,25.47
2,10.91,13.49,10.87,10.87,10.87,10.87,10.87,10.91
1,27.81,25.60,13.96,11.12,11.31,10.95,27.83,10.89
