rank,a,b,c,d,e,f,g,h
8,9.91,10.86,9.82,29.07,23.05,10.86,9.92,10.89
7,10.80,10.86,10.86,10.86,13.15,10.86,10.86,10.80
6,10.90,10.86,10.86,10.86,10.86,10.86,10.86,10.90
5,10.80,10.86,10.86,10.86,10.86,10.86,10.86,10.80
4,10.90,10.86,24.09,29.08,10.86,13.15,10.86,29.11
3,10.80,10.86,29.08,10.86,10.86,10.86,10.86,10.80
2,10.90,10.86,10.86,10.86,24.09,10.86,10.86,10.90
1,9.42,25.38,11.31,11.08,11.29,10.93,9.44,10.86
