rank,a,b,c,d,e,f,g,h
8,9.92,11.06,23.02,11.06,24.26,11.06,9.93,11.09
7,10.99,11.06,11.06,11.06,11.06,11.06,11.06,10.99
6,24.26,11.06,24.23,11.06,11.06,11.06,11.06,11.10
5,10.99,11.06,11.06,25.46,11.06,11.06,13.05,10.99
4,11.10,11.06,11.06,11.06,11.06,11.06,11.06,11.10
3,10.99,11.06,11.06,11.06,11.06,11.06,11.06,10.99
2,11.10,11.06,25.46,11.06,11.06,11.06,11.06,11.10
1,9.51,11.12,11.41,11.28,11.38,11.12,9.53,11.05
