rank,a,b,c,d,e,f,g,h
8,26.74,11.56,10.57,11.57,10.56,15.77,10.73,31.04
7,11.52,11.57,11.57,27.57,11.57,11.57,11.57,27.52
6,11.61,11.57,11.57,11.57,11.57,11.57,11.57,11.61
5,11.52,11.57,15.78,11.57,15.78,11.57,15.78,11.52
4,27.62,11.57,11.57,11.57,11.57,15.78,11.57,11.61
3,11.52,11.57,31.01,11.57,11.57,26.41,11.57,11.52
2,11.61,15.78,11.57,15.78,11.57,11.57,11.57,15.82
1,9.89,11.67,11.94,11.99,11.92,11.68,14.11,27.63
