rank,a,b,c,d,e,f,g,h
8,10.35,14.67,10.21,14.67,24.43,11.07,10.35,11.10
7,11.03,11.08,11.08,11.08,11.08,11.08,11.08,11.03
6,11.12,11.08,25.29,30.06,11.08,14.68,11.08,14.72
5,11.03,11.08,30.06,11.08,11.08,11.08,11.08,11.03
4,26.55,11.08,11.08,11.08,25.29,11.08,26.51,30.11
3,11.03,26.51,11.08,11.08,11.08,11.08,11.08,11.03
2,11.12,11.08,25.29,30.06,11.08,11.08,11.08,11.12
1,13.19,11.16,11.54,26.85,15.12,11.17,9.60,11.11
