rank,a,b,c,d,e,f,g,h
8,10.26,11.23,10.14,11.23,10.14,11.23,10.26,11.26
7,11.17,11.24,11.24,11.24,14.19,26.30,11.24,11.17
6,25.14,11.24,11.24,11.24,11.24,11.24,11.24,11.28
5,11.17,11.24,14.19,26.30,11.24,11.24,11.24,11.17
4,11.28,11.24,11.24,14.19,11.24,11.24,11.24,11.28
3,11.17,11.24,11.24,26.30,11.24,11.24,29.92,11.17
2,11.28,14.19,11.24,11.24,26.30,11.24,25.10,11.28
1,9.65,11.32,11.60,11.54,11.58,11.33,9.67,11.26
