rank,a,b,c,d,e,f,g,h
8,10.18,11.33,23.67,13.79,10.07,11.34,10.19,11.37
7,11.27,11.34,11.34,11.34,11.34,11.34,11.34,11.27
6,11.38,11.34,24.94,11.34,11.34,11.34,24.94,11.38
5,11.27,11.34,11.34,11.34,29.77,11.34,11.34,11.27
4,11.38,11.34,11.34,11.34,11.34,11.34,11.34,13.83
3,11.27,11.34,11.34,11.34,11.34,11.34,11.34,11.27
2,11.38,13.79,11.34,11.34,11.34,11.34,11.34,11.38
1,9.69,11.41,11.65,11.61,11.62,11.42,9.71,11.35
