rank,a,b,c,d,e,f,g,h
8,10.21,10.86,10.06,29.68,25.26,10.86,10.21,29.71
7,10.81,10.87,29.69,10.87,10.87,24.85,10.87,26.02
6,24.89,14.26,10.87,10.87,10.87,29.69,10.87,10.91
5,10.81,10.87,10.87,10.87,10.87,24.85,10.87,10.81
4,10.91,10.87,10.87,10.87,10.87,10.87,10.87,10.91
3,10.81,24.85,10.87,10.87,29.69,24.85,14.26,10.81
2,10.91,10.87,10.87,10.87,10.87,29.69,10.87,14.30
1,9.47,10.94,11.38,11.17,14.75,24.93,12.88,10.89
