rank,a,b,c,d,e,f,g,h
8,10.10,13.85,25.02,10.80,9.97,13.85,10.10,10.82
7,10.75,24.58,10.80,10.80,29.46,10.80,10.80,24.53
6,10.84,10.80,10.80,10.80,24.58,10.80,10.80,10.84
5,10.75,25.85,10.80,24.58,10.80,10.80,10.80,10.75
4,10.84,29.46,10.80,10.80,24.58,29.46,10.80,10.84
3,10.75,10.80,10.80,10.80,10.80,10.80,10.80,10.75
2,10.84,10.80,10.80,10.80,25.85,10.80,24.58,10.84
1,9.41,24.64,14.35,11.07,11.27,24.65,9.42,25.85
