rank,a,b,c,d,e,f,g,h
8,10.49,15.01,10.32,11.29,24.71,11.28,10.49,15.04
7,11.23,11.29,11.29,11.29,11.29,26.85,11.29,11.23
6,25.73,30.38,11.29,15.02,11.29,11.29,11.29,11.33
5,11.23,11.29,30.38,11.29,30.38,11.29,11.29,11.23
4,11.33,11.29,11.29,15.02,11.29,11.29,11.29,15.06
3,11.23,11.29,11.29,11.29,11.29,11.29,11.29,25.63
2,11.33,11.29,26.85,15.02,11.29,11.29,11.29,11.33
1,9.72,11.38,11.71,11.66,15.42,11.39,28.83,11.33
