rank,a,b,c,d,e,f,g,h
8,9.89,11.00,22.95,11.00,9.81,11.00,9.90,11.03
7,29.04,11.00,11.00,11.00,11.00,11.00,11.00,10.93
6,11.04,11.00,11.00,11.00,11.00,11.00,11.00,11.04
5,10.93,11.00,11.00,11.00,11.00,11.00,12.96,10.93
4,11.04,11.00,11.00,11.00,11.00,11.00,11.00,11.04
3,10.93,11.00,11.00,25.35,11.00,11.00,11.00,10.93
2,11.04,11.00,24.14,11.00,24.14,11.00,24.14,11.04
1,9.48,11.06,11.37,11.22,11.35,11.06,9.51,10.99
