rank,a,b,c,d,e,f,g,h
8,9.96,11.11,9.87,11.12,9.87,29.25,9.98,11.15
7,13.10,11.12,11.12,11.12,11.12,11.12,11.12,11.05
6,11.16,11.12,11.12,11.12,25.47,11.12,11.12,11.16
5,11.05,11.12,11.12,11.12,11.12,11.12,11.12,11.05
4,11.16,29.25,11.12,11.12,25.47,11.12,11.12,11.16
3,11.05,11.12,11.12,11.12,11.12,11.12,11.12,11.05
2,11.16,11.12,11.12,11.12,11.12,11.12,11.12,11.16
1,9.56,11.19,13.53,11.35,11.45,11.20,9.58,11.12
